step,current_size,treatment,scenario
593,499,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
594,503,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
595,509,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
596,518,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
597,527,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
598,527,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
599,534,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
600,533,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
601,536,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
602,536,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
603,538,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
604,542,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
605,540,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
606,541,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
607,538,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
608,546,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
609,550,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
610,555,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
611,568,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
612,575,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
613,582,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
614,585,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
615,587,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
616,587,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
617,586,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
618,594,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
619,589,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
620,594,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
621,602,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
622,607,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
623,611,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
624,605,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
625,611,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
626,618,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
627,613,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
628,620,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
629,619,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
630,620,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
631,620,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
632,621,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
633,623,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
634,626,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
635,623,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
636,631,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
637,630,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
638,636,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
639,647,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
640,654,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
641,654,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
642,651,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
643,652,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
644,661,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
645,664,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
646,660,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
647,657,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
648,655,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
649,653,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
650,661,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
651,666,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
652,673,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
653,666,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
654,677,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
655,677,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
656,677,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
657,680,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
658,678,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
659,674,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
660,672,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
661,687,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
662,693,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
663,696,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
664,701,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
665,708,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
666,719,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
667,726,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
668,729,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
669,731,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
670,737,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
671,741,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
672,745,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
673,751,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
674,762,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
675,771,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
676,772,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
